@relation 'dataset_hw_3'

@attribute condition {'1-Control', '2-Buttony-Conversion-Buttons'}
@attribute user_id String
@attribute geo_country String
@attribute device_type {'Computer', 'Tablet', 'Mobile'}
@attribute refr_source String
@attribute view_depth numeric
@attribute view_height numeric
@attribute browser_language String
@attribute click_count numeric
@attribute view_count numeric
@attribute pageview_count numeric
@attribute pageping_count numeric
@attribute session_count numeric

@data
1-Control,23f28c09-cad9-4bf5-9624-b24fc4f027e8,US,Mobile,Google,360,615,en,0,0,1,2,1
1-Control,23f3e140-f42a-440a-a0c1-a820e0c88a23,LK,Mobile,,360,567,en,0,0,18,128,1
1-Control,23f64c02-f687-4c2d-9f7a-16c36188aeea,ZM,Mobile,,291,332,en,0,0,0,0,1
1-Control,23f6e5ed-6259-4305-a045-b187dee53c26,DK,Mobile,Google,360,568,da,0,0,6,10,1
2-Buttony-Conversion-Buttons,23f9b7b3-0065-4a63-9978-607ee0312eef,CN,Mobile,,1600,1600,C,0,0,0,0,1
2-Buttony-Conversion-Buttons,23fee395-e4ac-45db-804d-c63deda9a49a,CA,Mobile,Google,320,529,en,0,0,4,12,1
2-Buttony-Conversion-Buttons,24084eab-2036-45c1-afde-a07f58fa316e,IN,Mobile,,300,425,en,0,0,0,0,1
1-Control,241179c8-9d77-44eb-a1ec-cfcbb4eedd1e,NG,Mobile,,424,486,en,0,0,0,0,1
1-Control,241c79e9-5706-4025-a6d8-f1038eac0ef0,BY,Mobile,,360,616,en,0,0,15,8,1
1-Control,24231329-bf92-4522-804c-daf0018db404,IN,Mobile,,360,568,en,0,0,22,46,1
1-Control,24305070-1510-492d-81a2-bc408c8b4c7b,GH,Mobile,,300,392,en,0,0,0,0,1
1-Control,2439597d-d7e7-4a54-83ee-9e2edf0529f3,PK,Mobile,Google,360,615,en,0,0,29,27,3
1-Control,243fdd90-a71b-4b94-8899-815b897f05cd,AT,Mobile,Google,375,628,de,0,0,3,3,1
1-Control,2457490e-7f41-4714-8f25-84e2ab928161,IT,Mobile,Google,360,615,fr,0,0,4,7,1
2-Buttony-Conversion-Buttons,24585a3e-ece2-412a-b4e7-fc56fe55c502,FI,Mobile,,360,544,fi,0,0,6,5,1
1-Control,2460515f-531d-4a07-baf0-8575298d4da4,NG,Mobile,,360,592,en,0,0,14,22,1
2-Buttony-Conversion-Buttons,24684bb1-b23d-4824-85c5-86f5c1b596cf,NG,Mobile,Google,375,6841,en,0,0,5,1,1
1-Control,246f8607-762f-424a-b2f1-0767c4cbda0b,ZW,Mobile,,291,332,en,0,0,0,0,1
1-Control,2474defb-0a9f-44c5-9864-0a818e903f3a,VE,Mobile,,375,628,es,0,0,12,19,2
2-Buttony-Conversion-Buttons,2476287b-1e69-4b79-a0cb-77b660dfff92,NG,Mobile,,320,460,en,0,0,0,0,1
1-Control,247ad21a-5f34-444e-837e-3bf760b7d5c1,IN,Mobile,Google,360,567,en,0,0,5,75,1
1-Control,247e2dd1-2b92-43e9-a30f-aa46fc670baa,ZA,Tablet,Google,1280,701,en,0,0,64,60,3
2-Buttony-Conversion-Buttons,2483be14-3b60-43fd-8b1e-3af04f72d58d,AZ,Mobile,,320,492,en,0,0,3,3,1
1-Control,248c5684-2440-413d-bc2c-6ccc61472285,US,Mobile,,320,529,en,0,0,5,17,1
2-Buttony-Conversion-Buttons,2499da60-2b4d-494c-9ae2-08835ac5e62d,BG,Mobile,Google,360,512,bg,0,0,0,0,1
1-Control,249b7454-3cce-4015-acb1-ec35ba9ea0bb,US,Mobile,,375,628,en,0,0,5,23,1
2-Buttony-Conversion-Buttons,249bca6c-c907-4593-89dc-09b8f2ce29d9,AZ,Tablet,Google,601,937,en,0,0,1,3,1
1-Control,249bdd8a-dca9-4b0d-a3e8-b05325aa6dc8,GB,Mobile,Google,360,616,en,0,0,1,6,1
1-Control,24a928bd-1ae7-431c-902e-b722ea1511d8,LB,Mobile,Google,360,567,en,0,0,2,4,1
2-Buttony-Conversion-Buttons,24ab5f6b-6b99-4380-9990-ea298e6b2eb7,IN,Mobile,,360,568,en,0,0,5,6,1
2-Buttony-Conversion-Buttons,24af04b3-ecf9-4a26-8930-c19ed62c22dc,JP,Mobile,Google,375,559,en,0,0,0,0,1
1-Control,24b0c934-7540-4027-963e-ce1da5fcedde,NG,Mobile,Google,360,616,en,0,0,13,12,1
1-Control,24ba8fb2-54d7-4805-bb2a-ed7048641c06,IN,Mobile,,375,563,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,24c7be7d-8657-4aa2-b87d-7704a4158af5,CA,Mobile,Google,320,460,en,0,0,0,0,1
1-Control,24d81692-6d16-41fe-aa43-6f8f1895bb53,IN,Mobile,,360,620,en,0,0,3,3,1
2-Buttony-Conversion-Buttons,24e6a052-3de2-44a8-ad2e-eeeb2d2652d8,KE,Mobile,,338,4780,en,0,0,1,1,1
1-Control,24ef1ea5-3831-4602-bbae-3b3250465b5b,NG,Mobile,Google,343,496,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,24efde54-8f23-43e9-805c-a526b216cd1a,DE,Mobile,Google,360,615,de,0,0,3,3,1
1-Control,24fee406-4c1d-4e0c-a6d7-c33a36bac282,TR,Mobile,Google,360,573,tr,0,0,3,4,1
2-Buttony-Conversion-Buttons,25099009-885b-4e91-8582-97667121523a,TZ,Tablet,,914,794,en,0,0,13,71,1
2-Buttony-Conversion-Buttons,251761e4-857d-4877-a06e-23226ae0cf05,BD,Mobile,,360,616,en,0,0,2,4,1
1-Control,2527e423-a36b-47ac-88e1-0948f4b4f69d,NG,Mobile,Google,360,616,en,0,0,1,3,1
2-Buttony-Conversion-Buttons,252adc75-85d3-47b1-85ff-3c33e8e1df75,IN,Mobile,Google,320,529,en,0,0,1,5,1
2-Buttony-Conversion-Buttons,2532afa2-0925-40e1-b2e9-73a24c278648,TH,Mobile,Google,320,548,en,0,0,4,21,1
2-Buttony-Conversion-Buttons,2533e25c-e140-4269-bf36-f64f2f54586d,SG,Mobile,Google,375,559,en,0,0,0,0,1
1-Control,25352f61-8544-4f60-a54f-1179997a521b,IT,Mobile,Google,320,460,ro,0,0,0,0,1
2-Buttony-Conversion-Buttons,25357250-79f4-48ad-9773-90a4538b470d,CA,Mobile,Google,360,574,en,0,0,8,4,1
2-Buttony-Conversion-Buttons,25371887-11f2-4ee8-8e68-d38e2894c5a1,US,Mobile,,360,576,en,0,0,1,1,1
1-Control,253ec87c-db04-401e-a07b-5e8b153a53b4,PH,Mobile,,414,696,en,0,0,7,27,1
2-Buttony-Conversion-Buttons,2542e7ec-6a41-47aa-ad71-8d30a5522856,NG,Mobile,Google,300,412,en,0,0,0,0,1
1-Control,2549b329-065b-41c8-aaf4-5bfcde0ec1b1,PL,Mobile,Google,360,560,en,0,0,0,0,1
1-Control,254be1b5-83ba-4c58-92e4-522e63f6aba4,KE,Mobile,Google,300,405,en,0,0,0,0,1
1-Control,254e0d19-a006-47cb-b81d-47d4e8535191,PK,Mobile,Google,320,454,en,0,0,0,0,1
1-Control,255234dd-bc75-4449-b2f7-a94f9df164db,ES,Mobile,,320,568,it,0,0,0,0,1
2-Buttony-Conversion-Buttons,2557d789-007c-41a9-99fa-be74caa23e44,TR,Mobile,,360,615,en,0,0,4,12,1
1-Control,255c872d-09e0-4a57-a091-6cd4090df4c4,IN,Mobile,Google,360,615,en,0,0,5,4,1
1-Control,255e69e3-bd89-4941-9be9-38b3f40677a6,TR,Mobile,,320,460,tr,0,0,1,1,1
2-Buttony-Conversion-Buttons,25662edc-2441-4763-94ca-b3bde508eeee,US,Mobile,Google,320,529,en,0,0,5,6,2
2-Buttony-Conversion-Buttons,256bfa93-f031-4b30-8f6c-3ea2897bba81,DE,Mobile,Google,360,615,es,0,0,9,27,1
2-Buttony-Conversion-Buttons,256e0bd7-b70d-420f-b5a0-1ff1e05383fe,US,Mobile,Google,320,529,en,0,0,1,2,1
2-Buttony-Conversion-Buttons,2571c7f5-26ae-45d3-9411-9a93359b769c,CO,Mobile,Google,720,746,es,0,0,15,20,1
2-Buttony-Conversion-Buttons,2574a012-a456-4514-b446-3628f3f82e0a,VN,Mobile,Google,375,628,en,0,0,4,6,1
2-Buttony-Conversion-Buttons,25881098-debc-4a58-ab62-e9fa14fa8eee,OM,Mobile,Google,360,512,ar,0,0,0,0,1
2-Buttony-Conversion-Buttons,2588a910-b21b-45fb-888d-aed57a966014,GB,Mobile,Google,320,480,en,0,0,3,2,1
2-Buttony-Conversion-Buttons,25962410-b48b-459c-84c0-5db165a0c114,US,Mobile,,640,567,en,0,0,16,16,1
2-Buttony-Conversion-Buttons,25989112-2a8e-4299-97cc-59cfcae58687,JP,Mobile,,375,628,ja,0,0,5,9,1
1-Control,25a215ac-25f0-4cb5-8def-18b787d46104,IN,Mobile,,360,572,en,0,0,28,71,5
2-Buttony-Conversion-Buttons,25b303fe-3338-4ec5-a845-651b3d9629db,CM,Tablet,,1280,696,en,0,0,5,26,1
2-Buttony-Conversion-Buttons,25b4db4c-60ff-437c-ae7d-7c42d8458118,ET,Mobile,,400,584,en,0,0,6,3,1
2-Buttony-Conversion-Buttons,25b7d1eb-8885-45d7-9e45-73e9a494b534,PK,Mobile,,338,7474,en,0,0,8,3,1
1-Control,25b83ec9-b028-42f0-b5c9-b0ef7a2549fc,  ,Mobile,Google,320,460,en,0,0,0,0,1
1-Control,25c7d769-5f5c-447f-a008-4555474e7609,GH,Mobile,,360,615,en,0,0,2,8,1
2-Buttony-Conversion-Buttons,25cbeeb6-2dd4-47dd-a981-bf29d7d4fafa,ET,Mobile,Google,229,284,en,0,0,0,0,1
1-Control,25d24712-ca09-411f-8e22-1d1873742143,IT,Mobile,,375,559,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,25d466c5-4a3f-4a32-8905-05e5780374bb,PK,Mobile,Google,375,628,en,0,0,2,4,1
2-Buttony-Conversion-Buttons,25d6d3ea-d4f1-4068-8f46-000058c73307,AU,Mobile,Google,375,628,it,0,0,3,4,1
2-Buttony-Conversion-Buttons,25dd0822-0f82-468b-b069-c3413260449f,BD,Mobile,,343,455,en,0,0,0,0,1
1-Control,25deff3e-6c49-4da9-add7-d792c6e49e2b,US,Mobile,Google,360,567,en,0,0,1,1,1
2-Buttony-Conversion-Buttons,25e45214-c2a3-4734-ae60-347130f31615,UG,Mobile,Google,320,529,en,0,0,4,27,1
2-Buttony-Conversion-Buttons,25e791a9-6a7a-409f-bfc3-34931984bb36,BR,Mobile,Google,320,529,en,0,0,2,4,2
2-Buttony-Conversion-Buttons,25ec45dd-25d7-4a56-85d4-40f9fe372952,KE,Mobile,,600,7234,en,0,0,12,4,1
2-Buttony-Conversion-Buttons,25fff0d8-dfc5-4a96-865e-52bea020e998,EG,Mobile,Google,360,615,en,0,0,1,2,1
2-Buttony-Conversion-Buttons,261e5313-cc88-41b2-8218-5754ffd05665,CH,Mobile,Google,375,628,en,0,0,7,4,1
2-Buttony-Conversion-Buttons,2628d828-1e3e-4ef8-bf38-c4fe70b7da39,BD,Mobile,,300,392,en,0,0,0,0,1
1-Control,262dc6b4-cece-4f22-9250-21eef5cb6f4a,KE,Mobile,Google,291,332,en,0,0,0,0,1
1-Control,262e1c91-97da-471d-aa62-8833dc23f8b9,IN,Mobile,Google,720,724,en,0,0,17,65,2
2-Buttony-Conversion-Buttons,2636b42d-5389-4a1d-a9a3-1776f7fcfe25,IN,Mobile,,320,529,en,0,0,5,7,1
1-Control,263f0352-a72b-4e5c-a348-afabb30e9f5b,TZ,Mobile,,300,469,en,0,0,0,0,1
1-Control,26536b2d-eebf-4440-a106-7f166b32901f,MX,Mobile,Google,375,628,en,0,0,3,4,1
2-Buttony-Conversion-Buttons,26537c74-a687-4c04-ab5b-c304e50b440b,US,Tablet,,1280,727,en,0,0,8,2,1
1-Control,26561fd1-a3fd-4c72-899c-185e704a0706,CH,Mobile,,360,559,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,2657e934-4db2-4b53-8fb0-58efd09bb15b,GT,Mobile,,375,628,en,0,0,2,1,2
1-Control,265820c9-c865-43a3-afd5-fc56582490d8,MX,Mobile,Google,320,529,es,0,0,3,3,1
1-Control,265b364c-afa4-4c7a-a3f2-9e2442ac64f7,IR,Mobile,,360,615,en,0,0,23,141,1
2-Buttony-Conversion-Buttons,265d5466-5dc5-4fad-8525-005da687579b,CA,Mobile,Google,360,615,en,0,0,12,7,1
2-Buttony-Conversion-Buttons,2661ef3f-d45a-4601-b204-0832b3cc0ee6,IN,Mobile,Google,360,615,en,1,1,1,7,1
1-Control,26659dd3-7e1a-424c-9ead-04300f2c7b89,GH,Mobile,Google,283,346,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,26660906-5f26-4f32-8d75-9b912bbe83af,TR,Mobile,,320,549,en,0,0,3,17,1
2-Buttony-Conversion-Buttons,266648aa-8537-4f1b-8163-749fa50a8cb5,BH,Mobile,Google,360,640,en,0,0,19,31,1
1-Control,266835de-40b5-4fe1-847a-a331602e1d52,DE,Mobile,Google,320,508,de,0,0,8,7,1
2-Buttony-Conversion-Buttons,267069aa-b3b3-4f91-a959-303d1f7e4240,GB,Mobile,Google,480,331,en,0,0,0,0,1
1-Control,2684aa91-4f1c-4080-ace0-64603337c294,ZW,Mobile,Google,400,612,en,0,0,0,0,1
1-Control,26945980-8fd6-400c-a295-b663c7500dc1,IN,Mobile,Google,360,615,en,0,0,4,6,1
2-Buttony-Conversion-Buttons,26951532-d2c6-4e69-b3a0-8eebd2bb52ed,KE,Mobile,,300,387,en,0,0,0,0,1
1-Control,26974eec-f835-4552-b1bb-fa12258f9eea,GH,Mobile,Google,360,615,en,0,0,25,124,1
2-Buttony-Conversion-Buttons,269b3f3b-234d-4e6b-a2b3-a49b4443b696,IT,Mobile,,360,615,en,0,0,1,5,1
2-Buttony-Conversion-Buttons,269cb7bd-c97b-48b3-b321-99ae433354a8,IN,Mobile,,360,567,en,0,0,6,13,1
2-Buttony-Conversion-Buttons,26a035d1-97d5-4a0b-b877-8060c4581c8c,AE,Mobile,,375,628,en,0,0,13,24,1
1-Control,26b81516-102b-47fa-ba8f-e3b46767aeca,TR,Mobile,,320,529,tr,0,0,106,173,1
2-Buttony-Conversion-Buttons,26bcfa5a-6239-4a61-a39e-0073da3ec980,US,Mobile,,360,615,en,0,0,1,3,1
1-Control,26c3bba6-d02d-4f68-b049-79b4856ce054,TZ,Mobile,,320,544,en,0,0,2,6,1
2-Buttony-Conversion-Buttons,26dd1366-194b-4e65-9b26-aef58ae9a530,QA,Mobile,Google,375,628,en,0,0,1,2,1
1-Control,26de0d2b-2914-4814-91c8-d196a3bc43fa,GR,Mobile,Google,360,616,en,0,0,4,6,1
1-Control,26e7fd6b-0565-425d-9ef7-57b5c49977e6,UG,Mobile,Google,320,4906,en,0,0,1,1,1
1-Control,26f3d0e9-69fd-4713-9c62-af8cbc4aa808,US,Mobile,Google,375,628,en,0,0,5,8,1
1-Control,26f499bf-846d-4778-a24a-a5cafbbc5474,GH,Mobile,Google,338,8355,en,0,0,3,1,1
2-Buttony-Conversion-Buttons,26f9aeb8-2534-4184-9cfd-63595e3f2779,UG,Mobile,,240,408,en,0,0,1,1,1
1-Control,26fd542e-86bf-4f36-97ae-eb0d6e56750e,IN,Mobile,,360,567,en,0,0,3,8,1
1-Control,26fd6496-7f0c-4188-9b3e-919e5c2be17a,BD,Mobile,,360,616,en,0,0,42,116,4
1-Control,27017a0d-6c46-4a82-9c85-452ac953c829,NG,Mobile,,610,5170,en,0,0,8,1,1
1-Control,2707e462-60bd-441a-aa36-e1e9579540c8,IN,Mobile,Google,320,529,en,0,0,9,45,1
1-Control,27082f3a-7e06-4c2a-8fbb-d01a2312b239,KE,Mobile,,360,592,en,0,0,0,0,1
1-Control,27103730-659a-45f7-8ecc-5103439a71ec,TR,Mobile,Google,360,615,en,0,0,3,7,2
2-Buttony-Conversion-Buttons,271119af-38bd-421d-ba24-36d2d6b65961,PK,Mobile,Google,320,529,en,0,0,10,29,1
2-Buttony-Conversion-Buttons,2713db63-ddea-4906-a851-019eb83094d2,AT,Mobile,Google,360,560,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,27164098-f345-405a-9ae7-491a16ba7f30,SO,Mobile,Google,300,434,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,27166b57-e35e-4f4d-acc3-78933c527793,US,Mobile,Google,414,696,en,0,0,4,2,1
1-Control,27198f02-2e4c-4c9a-bdc9-f5248332bcef,NG,Mobile,,300,468,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,271eae83-0f4c-4399-b4a0-ed44aecc182e,MY,Mobile,Google,360,524,en,0,0,0,0,1
1-Control,27266907-d427-4cd4-8d57-b21b8d99f803,GH,Mobile,Google,343,501,en,0,0,0,0,1
1-Control,27368bf0-db03-416b-b730-7eecfca2a894,PK,Mobile,Google,360,616,en,0,0,2,3,1
1-Control,273d9bb7-67dd-4d92-b44d-7834fbb7b98d,CA,Mobile,Google,414,696,en,0,0,1,1,1
2-Buttony-Conversion-Buttons,27432705-820b-46ed-97bf-8a1dee592c89,LT,Mobile,Google,375,628,en,0,0,7,10,1
2-Buttony-Conversion-Buttons,27443d89-ae59-4c55-8547-2879217eaa5d,JP,Mobile,Google,375,551,ja,0,0,0,0,1
2-Buttony-Conversion-Buttons,27476095-4008-40fb-a7c3-49a7c9793b54,US,Tablet,,601,889,en,0,0,7,13,1
2-Buttony-Conversion-Buttons,2751221c-0ddb-4a83-ba90-65d55f071dce,LR,Mobile,Google,360,567,en,0,0,19,72,1
2-Buttony-Conversion-Buttons,275275ac-4dee-474d-ae36-22f8e0fb718f,UA,Mobile,Google,360,616,en,0,0,6,7,1
2-Buttony-Conversion-Buttons,2759256f-3804-4626-aadb-2b06ee7445ac,BD,Mobile,Google,360,567,en,0,0,3,9,1
1-Control,275a1d7c-c4a8-483a-9204-5e2211b6f1dd,BE,Mobile,Google,375,628,en,0,0,1,3,1
2-Buttony-Conversion-Buttons,27600dc9-a5ee-47c1-9b21-bffd6972f4e5,IT,Mobile,,320,448,it,0,0,0,0,1
2-Buttony-Conversion-Buttons,27615ce1-2698-4a60-b35c-7dd0a33fe9e0,TT,Mobile,Google,640,616,en,0,0,28,25,1
2-Buttony-Conversion-Buttons,2767e464-2682-43da-b4ad-5452b7524581,GB,Mobile,Google,320,226,en,0,0,1,6,1
2-Buttony-Conversion-Buttons,276d283f-2137-4c50-a0b9-9eb5fbf97d95,GH,Mobile,,400,584,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,2771059c-dc56-48e6-8c50-433b8c6a7ede,NG,Mobile,Google,360,531,en,0,0,1,1,1
2-Buttony-Conversion-Buttons,27716e29-3cfc-42e1-927f-be0d3fe3534b,GB,Mobile,,320,4415,en,0,0,3,1,1
1-Control,27722a11-5abb-4bc1-ad36-dfd01d13d382,IE,Mobile,Google,320,460,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,2776daa3-44b6-4308-9b5f-77097a1234ce,HU,Mobile,,360,567,en,0,0,7,9,1
2-Buttony-Conversion-Buttons,277f00ae-dd08-4166-86d4-c6f0c4d2f01f,US,Mobile,Google,568,529,en,0,0,18,43,1
2-Buttony-Conversion-Buttons,278ef6b2-f291-482b-998c-3844cbf29371,  ,Mobile,Google,320,529,en,0,0,1,1,1
1-Control,2795763b-7be6-41d5-8a5b-b2c814b124f2,GB,Mobile,,640,330,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,279717d9-2f7b-4695-8108-a9a2b8c09bba,GH,Mobile,Google,291,213,en,0,0,0,0,1
1-Control,279e6bb6-6409-467a-aa3f-ad0246603458,HK,Mobile,,375,628,zh,0,0,7,15,1
2-Buttony-Conversion-Buttons,279fbc9c-0103-47e9-8565-9b113e5803f1,NP,Mobile,Google,360,616,en,0,0,1,3,1
1-Control,27a225cb-b48d-418f-8ee2-d1851ac366c0,RU,Mobile,Google,375,606,en,0,0,6,3,1
2-Buttony-Conversion-Buttons,27a35ba3-be4d-41f9-b963-67ea9dfc1391,TR,Mobile,,360,615,tr,0,0,1,2,1
1-Control,27c798e9-c8af-4d23-b676-58cf03ea8e09,ID,Mobile,Google,320,460,en,0,0,0,0,1
1-Control,27da7b2f-c219-4eda-8881-16a07f0316f1,NG,Mobile,,320,456,en,0,0,19,38,1
2-Buttony-Conversion-Buttons,27ed3cfa-d20e-4cde-8e30-4a153fc062dd,RU,Mobile,Google,360,616,ru,0,0,1,2,1
1-Control,27edbc0d-28e2-43f5-a5ee-8a5f841221bb,BD,Mobile,,360,519,en,0,0,2,4,2
1-Control,27ff39dc-736f-4016-9b10-d71277462bdc,GH,Mobile,Google,381,512,en,0,0,0,0,1
1-Control,28043e46-6f59-4853-ab4f-a4c3668f7abe,NG,Tablet,Google,600,951,en,0,0,1,3,1
1-Control,28066218-2434-4fc0-9b40-95af249354b9,DE,Mobile,Google,375,547,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,2820c4c2-fe16-4bff-9bbc-e574d7674667,EG,Mobile,,320,452,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,28262bb8-8f2e-418c-9edd-cbb5fb140113,RU,Mobile,Google,414,696,ru,0,0,3,5,1
2-Buttony-Conversion-Buttons,282992c0-d029-4f1c-b535-e6213d3fc8be,MA,Mobile,Google,375,628,fr,0,0,3,16,1
1-Control,28472428-de1b-4f6c-b017-8021cf6635bc,RS,Mobile,,375,559,hr,0,0,0,0,1
2-Buttony-Conversion-Buttons,28523af7-0388-4f4b-ad3a-b8e795a9d8de,TR,Mobile,Google,320,529,tr,0,0,1,3,1
1-Control,28621bd7-55e5-47d9-a8c1-b6ca5e45405d,GB,Mobile,Google,375,628,ko,0,0,0,0,1
2-Buttony-Conversion-Buttons,2869cda3-662e-4c34-948f-ef0c4f75f1e6,LK,Mobile,Google,320,529,en,0,0,5,14,1
1-Control,2871211e-535c-409f-b511-6ffea67b2111,OM,Mobile,Google,360,615,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,288f9d15-5808-43cd-872e-790741fc2cd5,KE,Mobile,Google,320,403,en,0,0,1,1,1
1-Control,2890e25e-44ba-4f7f-acd5-a7f4e91e6515,NZ,Mobile,Google,375,559,en,0,0,0,0,1
1-Control,28943687-d85a-493b-8135-48aa37173988,GB,Mobile,Google,360,568,en,0,0,1,9,1
2-Buttony-Conversion-Buttons,28a45707-4970-43f8-b603-fc711f62a065,MW,Mobile,Google,360,615,en,0,0,8,30,1
1-Control,28a8e8d0-eb83-471e-ba47-97781ebb8f4d,NG,Mobile,Google,320,510,en,0,0,2,1,1
2-Buttony-Conversion-Buttons,28ad31a1-94c7-44d8-8c98-a55f4b850e82,LY,Mobile,Google,480,780,ar,0,0,8,8,1
1-Control,28b49426-f0dc-478b-9abf-380911eabdc8,IN,Mobile,Google,360,568,en,0,0,34,39,1
1-Control,28b58853-a4fb-446f-98f4-f645458c920e,US,Mobile,Google,320,529,en,0,0,9,5,1
1-Control,28ba1f97-0e8a-4906-a9fb-1a2c116c2478,IN,Mobile,Google,320,489,en,0,0,1,4,1
1-Control,28bdf1df-d5c7-4991-83b5-1b9a173f1261,IN,Mobile,,360,568,en,0,0,9,10,1
1-Control,28c3df28-42d8-495a-b7e9-6c9e26751296,DE,Mobile,Google,360,616,de,0,0,2,13,1
1-Control,28cdbb95-b3e9-4f5c-a6e5-fc9afaf64829,US,Mobile,,480,485,en,0,0,2,16,2
2-Buttony-Conversion-Buttons,28cf8f6e-c17b-4a07-b89b-be6c365f30c0,GH,Mobile,Google,320,529,en,0,0,2,12,1
2-Buttony-Conversion-Buttons,28d83c98-f35b-4de0-a4c0-819bcb1c3f35,BD,Mobile,,320,529,en,0,0,4,14,1
1-Control,28d92c36-586b-4f78-933c-2763f963c71e,DE,Mobile,,360,567,de,0,0,2,13,1
2-Buttony-Conversion-Buttons,28e2f0fd-b705-4bf0-a044-1d575df4c670,GE,Mobile,Google,360,559,en,0,0,5,2,1
2-Buttony-Conversion-Buttons,28e5dd10-0cc4-450a-b21b-31d3c6ab2098,NG,Mobile,,291,306,en,0,0,0,0,2
1-Control,28e5e3f6-0750-40fd-8e12-7ac165cf1d30,AL,Mobile,,360,615,en,0,0,10,40,1
2-Buttony-Conversion-Buttons,28ee46a3-d789-4175-b71f-fd868734efea,NG,Mobile,,400,540,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,28f662b4-415a-49fe-acbd-1dd9ce58263b,NG,Mobile,,343,391,en,0,0,0,0,1
1-Control,28ff11bc-24e6-48dc-838d-198f7dec3164,US,Mobile,Google,360,615,en,0,0,1,1,1
2-Buttony-Conversion-Buttons,29093586-3750-46dc-bdd8-a689c43954bc,US,Mobile,,414,696,en,0,0,34,82,2
1-Control,2910d67f-a1c9-49eb-be2c-5baf21788413,GB,Mobile,,360,524,en,0,0,0,0,1
1-Control,2911618d-64b7-4a54-9785-0e88acedc8cb,KE,Mobile,Google,360,616,en,0,0,5,18,1
1-Control,291be18c-bf96-4b3a-b564-4466b3a0f282,GH,Mobile,Google,360,592,en,0,0,2,1,2
2-Buttony-Conversion-Buttons,2923094c-d5af-4019-9bf4-bf8f65a8bd59,GH,Mobile,,343,488,en,0,0,0,0,1
1-Control,2923f754-a48e-4311-8eb2-068a72961578,EU,Mobile,,360,615,en,0,0,9,6,1
1-Control,2935f5d6-06bd-47b3-aa81-29bf00014744,TZ,Mobile,,360,615,en,0,0,9,64,1
2-Buttony-Conversion-Buttons,293c36a6-3bd0-4e70-b33d-a33fa74f8920,IT,Mobile,Google,320,492,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,29446cf2-307f-4e35-ae2a-881521f75613,GB,Mobile,,320,460,en,0,0,2,1,1
1-Control,294dbc26-fd8d-486a-87a2-9e3dc683e9e1,NG,Mobile,,300,405,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,294f18f4-4a78-47bb-865a-e49c40e362b4,JP,Mobile,Google,320,569,ja,0,0,2,2,1
1-Control,2959b138-85dc-4251-92b9-bd559929c03c,IN,Mobile,Google,360,615,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,2960cdbf-8924-4236-bf45-730c102b1fcf,KE,Mobile,,343,464,en,0,0,0,0,1
1-Control,29850696-5630-4a7f-b2e6-30e8c7bf2b80,ZA,Mobile,,375,7124,en,0,0,3,2,1
1-Control,29890664-5079-4f74-a250-bd22cccb3242,JP,Mobile,,375,559,en,0,0,0,0,1
1-Control,29976888-be0b-405c-a7e3-f98ac7f1e0a8,PK,Mobile,Facebook,360,567,en,0,0,1,1,1
2-Buttony-Conversion-Buttons,299bc31f-3673-44cf-b0f6-c22b8047e292,NG,Mobile,,320,7377,en,0,0,9,3,1
2-Buttony-Conversion-Buttons,29a7af46-5292-4eaa-8577-32fe5e9f22d7,GB,Mobile,,375,559,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,29ac6c30-fd04-4676-bd1c-89b29691121c,CM,Mobile,,300,392,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,29b26775-9321-46d9-aefb-aff3d5e317ed,CY,Mobile,Google,360,616,en,0,0,3,4,1
1-Control,29c6f9a3-6193-41c8-a7c2-7efbda1aad5a,IN,Mobile,,343,442,en,0,0,0,0,1
1-Control,29d87d62-5115-4347-90ac-273c245e2cbb,IN,Mobile,Google,414,696,en,0,0,17,52,1
1-Control,29d9f904-3cc7-44c5-a1c7-f855bfae5933,NG,Mobile,Google,343,6436,en,0,0,10,4,1
2-Buttony-Conversion-Buttons,29da23bb-9eea-4eea-b5d1-5af7ac5f9638,EG,Mobile,,360,515,en,0,0,1,1,1
2-Buttony-Conversion-Buttons,29de1e4d-5f5d-4dee-9c78-ba785c07d10a,PH,Mobile,,360,559,en,0,0,0,0,1
